Boulogne	42997	6958.0
Stuarts	41098	1140.6041666666667
Loudon	37917	1827.7380952380952
Ebenezer	34662	667.6666666666666
Strasburg	34183	1373.9313725490197
Somersetshire	32771	33317.666666666664
Hutton	32520	240.247582205029
Hindoos	32506	203.71069182389937
Charlestown	31697	2507.3333333333335
Caesars	31565	2304.233333333333
Digby	29823	3627.054054054054
Demetrius	29375	2073.634782608696
Mather	29297	268.8094512195122
Eoman	28683	664.5079365079365
Dorsetshire	28115	13074.0
Holborn	27187	1181.05
Clermont	26607	2531.4594594594596
Woolwich	26492	3871.478260869565
Pavia	26314	139.79573934837092
Litchfield	26176	2113.6666666666665
Medes	26135	12.913963328631876
Roderick	26063	5026.047619047619
Blount	26046	1162.669642857143
Asaph	26025	442.4909090909091
Tobias	25620	2158.3142857142857
Easton	25608	583.2970297029703
Johnstone	25431	1226.0657894736842
Alleghany	25095	7477.933333333333
Broughton	24547	393.1838565022422
Mahometans	24539	102.9370179948586
Humphry	24167	1221.1379310344828
Templars	24132	12.275326289620882
Curtius	24131	1227.6969696969697
Hatton	24107	521.3166666666667
Algernon	23672	2145.5555555555557
Theban	23632	584.8881578947369
Gottingen	23391	9837.875
Cornhill	23254	657.1067961165048
Latham	23231	1291.9714285714285
Carthaginians	23192	3740.0444444444443
Alban's	23174	1208.1803278688524
Lenox	22883	228.8400954653938
Lansdowne	22680	702.2242990654206
Warton	22050	397.2959183673469
Jie	22010	3.9141935483870967
Colman	21829	282.7647058823529
Gilpin	21771	1088.7435897435898
Tillotson	21632	3125.5714285714284
Co.'s	21430	88.76629766297663
Tristram	21308	1096.5444444444445
Gough	21260	121.96220930232558
Apollonius	21175	1443.6964285714287
Mohammedans	21104	1030.4950495049504
Fabricius	21038	1258.3835616438357
Fenelon	21031	1120.017543859649
Fremont	20902	1444.2616822429907
Arians	20791	54.79417670682731
Sandys	20738	1849.1521739130435
Cyclopaedia	20718	6.415898864366831
Levites	20571	79.29682997118155
Thibet	20497	476.64102564102564
Cockburn	20374	3249.6363636363635
Milner	20354	84.20825335892515
Alphonso	20102	1103.75
Lindley	19956	946.7674418604652
Enfield	19870	479.2108843537415
Bulwer	19841	1957.25
Denison	19781	31.31699604743083
Edmunds	19657	8600.857142857143
Stael	19614	211.61919504643961
Felton	19603	611.4173913043478
Buckland	19602	1376.6734693877552
Beattie	19484	595.4807692307693
Treves	19435	240.6809210526316
Martyn	19146	210.05
Connor	19058	646.8547008547008
Hardwicke	19056	1990.0833333333333
Inglis	19014	187.06435643564356
Denham	18998	45.44857916102842
Cambray	18867	463.37301587301585
Norwood	18757	5299.666666666667
Abercrombie	18682	3913.0666666666666
Langdon	18600	1402.4901960784314
Malmesbury	18550	1239.9375
Highgate	18301	898.5185185185185
Orford	18227	901.0555555555555
Carthagena	18211	2336.7083333333335
Dugald	18192	2202.809523809524
Mentz	18170	125.88031496062992
Alford	18160	46.45166959578207
